RTS47,891302728198230020,27.83,8.94,22.94,1
RTS47,891348035069935616,26.44,7.66,17.88,2
RTS47,891359347099320320,26.44,7.66,17.88,2
RTS47,891391584524279809,26.44,7.66,17.88,2
RTS47,891299170077769728,25.64,7.64,15.52,2
RTS47,891148700759855104,25.44,5.7,19.34,1
RTS47,891416695830700032,25.44,5.7,19.34,1
RTS47,891122012428611584,23.77,6.0,14.16,1
RTS47,891109626648944642,21.27,5.93,22.6,1
RTS47,891366817146560512,20.77,4.65,19.67,1
RTS47,891261812754309120,20.12,5.92,20.64,1
RTS47,891227927563702272,20.12,5.92,20.64,1
RTS47,891110566173048832,19.88,4.64,18.27,1
RTS47,891282698651750401,19.88,4.64,18.27,1
RTS47,891087627516080128,18.73,4.64,15.84,1
RTS47,891275364546359296,18.73,4.64,15.84,1
RTS47,891286429145460736,18.73,4.64,15.84,1
RTS47,891305798420135936,18.73,4.64,15.84,1
RTS47,891369203734917126,18.73,4.64,15.84,1
RTS47,891413336193196034,18.73,4.64,15.84,2
RTS47,891367828003147777,18.69,5.28,16.54,1
RTS47,891110067013128193,18.49,5.9,16.54,1
RTS47,891088525097132032,18.07,5.51,12.31,0
RTS47,891174667683233792,18.07,5.51,12.31,1
RTS47,891436845241745408,18.07,5.51,12.31,0
RTS47,891150755993976832,18.0,4.63,13.97,1
RTS47,891241306806255616,18.0,4.63,13.97,1
RTS47,891285590255304704,18.0,4.63,13.97,1
RTS47,891399503357636608,18.0,4.63,13.97,1
RTS47,891128731670065152,18.0,4.63,13.97,1
RTS47,891094111901683714,17.11,4.62,11.47,1
RTS47,891115016308568065,17.11,4.62,11.47,1
RTS47,891116425603100674,17.11,4.62,11.47,1
RTS47,891123862112546816,17.11,4.62,11.47,1
RTS47,891164462962618368,17.11,4.62,11.47,1
RTS47,891286370395844608,17.11,4.62,11.47,1
RTS47,891298500339740672,17.11,4.62,11.47,1
RTS47,891313033586372608,17.11,4.62,11.47,-2
RTS47,891318477788676100,17.11,4.62,11.47,1
RTS47,891320826599018496,17.11,4.62,11.47,0
RTS47,891327529130373124,17.11,4.62,11.47,1
RTS47,891374329170206722,17.11,4.62,11.47,0
RTS47,891375985920286722,17.11,4.62,11.47,0
RTS47,891416750365048832,17.11,4.62,11.47,1
RTS47,891427340974260225,17.11,4.62,11.47,0
RTS47,891118648567504897,17.11,4.62,11.47,1
RTS47,891387180505026561,16.65,5.23,10.54,1
RTS47,891101347067695104,16.57,4.61,9.96,1
RTS47,891109127522570241,16.57,4.61,9.96,1
RTS47,891110582929240066,16.57,4.61,9.96,1
RTS47,891406231046422528,16.57,4.61,9.96,1
RTS47,891418478401343488,16.57,4.61,9.96,1
RTS47,891419917034987521,16.57,4.61,9.96,1
RTS47,891119365797621762,16.57,4.61,9.96,1
RTS47,891128526157615104,16.57,4.61,9.96,1
RTS47,891097043703181312,15.96,4.6,8.28,1
RTS47,891362689976586241,10.43,4.1,10.83,0
RTS47,891162822993772544,10.2,2.16,9.56,0
RTS47,891222247876284417,10.12,2.49,9.4,0
RTS47,891352627811889152,9.84,3.52,9.97,0
RTS47,891234675611410432,9.76,2.16,8.88,0
RTS47,891093805717499904,9.07,3.03,5.56,0
RTS47,891419011065544705,9.07,3.03,5.56,0
RTS47,891089896621912064,8.74,2.48,5.9,0
RTS47,891089036802015232,8.37,2.14,5.57,1
RTS47,891100298504269824,8.37,2.14,5.57,0
RTS47,891173212289105920,8.37,2.14,5.57,0
RTS47,891099249903054849,7.2,1.39,4.2,0
RTS47,891087409387110400,6.99,1.06,4.41,0
RTS47,891092228638203904,6.99,1.06,4.41,0
RTS47,891093931546386432,6.99,1.06,4.41,0
RTS47,891361934985003008,6.73,1.06,3.83,0
RTS47,891457665771155456,27.12,8.28,18.82,2
RTS47,891731117635760128,25.8,7.81,16.01,0
RTS47,891633801377366020,24.75,6.25,16.75,2
RTS47,891496257579102209,21.31,5.14,20.46,1
RTS47,891750323353776128,21.31,5.14,20.46,1
RTS47,891625475671556096,20.42,5.14,19.06,0
RTS47,891652297423540224,19.88,5.13,18.02,1
RTS47,891709793496387588,19.88,5.13,18.02,1
RTS47,891473927083618305,19.27,5.13,16.62,1
RTS47,891505459890339841,19.27,5.13,16.62,2
RTS47,891652327626690562,19.27,5.13,16.62,1
RTS47,891716655658786818,19.27,5.13,16.62,1
RTS47,891733764237389824,19.27,5.13,16.62,1
RTS47,891749803230720000,19.27,5.13,16.62,1
RTS47,891501345257267200,18.54,5.12,14.72,1
RTS47,891506999166246914,18.54,5.12,14.72,1
RTS47,891629955213340676,18.54,5.12,14.72,1
RTS47,891707260417622016,18.54,5.12,14.72,1
RTS47,891737509759209474,18.34,5.78,14.89,0
RTS47,891476619860348929,17.65,5.11,12.16,1
RTS47,891503752812867584,17.65,5.11,12.16,1
RTS47,891524636243972098,17.65,5.11,12.16,1
RTS47,891567065827430400,17.65,5.11,12.16,1
RTS47,891574116456812544,17.65,5.11,12.16,1
RTS47,891617053530095618,17.65,5.11,12.16,1
RTS47,891620677404553219,17.65,5.11,12.16,0
RTS47,891675824113541121,17.65,5.11,12.16,1
RTS47,891688876787544069,17.65,5.11,12.16,1
RTS47,891765271861579776,17.65,5.11,12.16,1
RTS47,891630978635972609,17.42,5.95,9.44,1
RTS47,891483313961152513,17.11,5.1,10.6,1
RTS47,891539249199230976,17.11,5.1,10.6,1
RTS47,891647701296836608,17.11,5.1,10.6,1
RTS47,891666005252067328,17.11,5.1,10.6,1
RTS47,891743557920464896,17.11,5.1,10.6,1
RTS47,891776088950554624,17.11,5.1,10.6,1
RTS47,891455572813520898,17.11,5.1,10.6,1
RTS47,891661664134860800,16.5,5.09,8.84,1
RTS47,891456529119031297,10.59,3.18,9.87,0
RTS47,891749727770988549,10.48,2.82,9.92,0
RTS47,891645323118071808,10.17,3.84,9.53,0
RTS47,891680848910700546,9.91,2.82,8.65,0
RTS47,891728433289596931,9.91,2.82,8.65,0
RTS47,891568928064905216,9.47,3.17,6.66,0
RTS47,891588767143874560,9.36,2.31,7.97,0
RTS47,891488439388037120,9.21,3.16,5.8,0
RTS47,891693968668454912,9.21,3.16,5.8,0
RTS47,891706966837518336,9.1,2.81,6.33,0
RTS47,891707386234261508,9.1,2.81,6.33,-2
RTS47,891714764040220677,9.1,2.81,6.33,0
RTS47,891452934621249536,9.1,2.81,6.33,0
RTS47,891483582371385344,8.83,2.8,5.51,0
RTS47,891626457138511872,8.83,2.8,5.51,1
RTS47,891451575633195008,8.03,1.85,5.39,0
RTS47,891454079670640640,7.11,1.14,4.58,0
RTS47,892127584216948736,26.65,7.84,18.14,1
RTS47,891828735837687808,24.27,5.84,16.1,1
RTS47,891813468604571648,20.98,4.84,20.0,1
RTS47,891976060782473216,20.9,8.24,23.83,1
RTS47,891857928222896128,20.09,4.83,18.59,1
RTS47,891834352027410432,19.56,4.83,17.54,0
RTS47,891848763655979008,19.56,4.83,17.54,1
RTS47,892060651518087168,19.56,4.83,17.54,1
RTS47,892170433235210240,18.94,4.83,16.13,1
RTS47,892024463465762817,18.94,4.83,16.13,1
RTS47,891812382279913472,18.94,4.83,16.13,1
RTS47,891985678329942017,18.21,4.82,14.24,0
RTS47,892028393096708096,18.21,4.82,14.24,1
RTS47,892086987536125953,18.03,5.47,12.32,1
RTS47,891893734987771908,17.55,6.08,13.2,1
RTS47,892090087143489536,17.55,6.08,13.2,1
RTS47,892037893212049409,17.48,5.45,12.7,1
RTS47,891883987429277696,17.32,4.81,11.71,1
RTS47,891897618904764416,17.32,4.81,11.71,1
RTS47,891901188253380608,17.32,4.81,11.71,-2
RTS47,891940610516680704,17.32,4.81,11.71,0
RTS47,891967416313430017,17.32,4.81,11.71,1
RTS47,891997086832570369,17.32,4.81,11.71,1
RTS47,892014900028989440,17.32,4.81,11.71,1
RTS47,892026291767177216,17.32,4.81,11.71,1
RTS47,892063629457186816,17.32,4.81,11.71,1
RTS47,892063893706731521,17.32,4.81,11.71,1
RTS47,892084668073467904,17.32,4.81,11.71,1
RTS47,892120420333363203,17.32,4.81,11.71,1
RTS47,892158244566827008,16.79,4.8,10.17,1
RTS47,892164313728786432,16.79,4.8,10.17,1
RTS47,891880641347833857,16.79,4.8,10.17,1
RTS47,891916589540311040,16.17,4.78,8.46,1
RTS47,891815175690612736,15.75,4.06,9.4,0
RTS47,891968859158138880,10.01,2.38,9.23,0
RTS47,892096957388173312,9.51,2.45,8.12,0
RTS47,891970562037342208,9.39,3.09,8.48,0
RTS47,891940543412023296,9.33,3.03,6.43,0
RTS47,892089151805415424,9.14,2.44,7.17,0
RTS47,891876928415780864,9.07,2.38,7.07,0
RTS47,891988366878748672,9.07,3.03,5.59,-2
RTS47,891858716726882304,8.7,2.44,5.89,0
RTS47,891871207393546240,8.7,2.44,5.89,0
RTS47,891874604767035392,8.7,2.44,5.89,0
RTS47,892027520689868800,8.7,2.44,5.89,1
RTS47,892097418782748672,8.7,2.44,5.89,0
RTS47,892155375650197504,8.7,2.44,5.89,0
RTS47,892159423166038016,8.7,2.44,5.89,1
RTS47,892168977782382593,8.7,2.44,5.89,0
RTS47,891821014144909312,8.24,1.66,6.21,0
RTS47,892135809255485440,6.95,1.03,4.39,0
RTS47,892471546500993024,28.79,8.61,24.72,1
RTS47,892202091820830721,28.15,9.24,23.38,1
RTS47,892201247335305216,28.15,9.24,23.38,1
RTS47,892217518475026432,20.13,4.87,18.63,1
RTS47,892488034326892544,19.6,4.87,17.58,1
RTS47,892216893527949312,18.98,4.86,16.17,-2
RTS47,892232844482928641,18.98,4.86,16.17,1
RTS47,892402013312561152,18.98,4.86,16.17,1
RTS47,892450096834588674,18.98,4.86,16.17,1
RTS47,892446829694128128,18.98,4.86,16.17,1
RTS47,892513896392740865,18.75,6.14,16.89,1
RTS47,892452810561916928,18.25,4.86,14.27,1
RTS47,892454752516276225,18.25,4.86,14.27,1
RTS47,892515720889851904,18.25,4.86,14.27,1
RTS47,892281171215872000,17.36,4.85,11.73,1
RTS47,892327551862923267,17.36,4.85,11.73,1
RTS47,892338649995649024,17.36,4.85,11.73,1
RTS47,892348120696320000,17.36,4.85,11.73,1
RTS47,892349156701982721,17.36,4.85,11.73,1
RTS47,892352692487544833,17.36,4.85,11.73,0
RTS47,892355959858835456,17.36,4.85,11.73,1
RTS47,892374167332548613,17.36,4.85,11.73,1
RTS47,892379993241735168,17.36,4.85,11.73,1
RTS47,892425795037265921,17.36,4.85,11.73,1
RTS47,892440642848043009,17.36,4.85,11.73,1
RTS47,892491238754193408,17.36,4.85,11.73,1
RTS47,892262425990397952,17.36,4.85,11.73,1
RTS47,892366789568602112,16.83,4.84,10.19,1
RTS47,892403347118010368,16.83,4.84,10.19,1
RTS47,892425593714868225,16.83,4.84,10.19,1
RTS47,892465116649857024,16.83,4.84,10.19,0
RTS47,892501351229468674,16.83,4.84,10.19,1
RTS47,892351916558225408,15.63,3.47,10.27,0
RTS47,892406161495937025,10.56,2.48,10.09,0
RTS47,892437480359768066,10.52,3.11,9.72,0
RTS47,892412146751086592,10.11,2.47,9.38,0
RTS47,892329221162496000,9.85,3.1,7.89,0
RTS47,892366961530855424,9.84,2.47,8.85,0
RTS47,892387035478056961,9.84,2.47,8.85,0
RTS47,892482824997134336,9.84,2.47,8.85,0
RTS47,892437551679713280,9.42,3.11,8.5,0
RTS47,892431520274817024,9.17,2.47,7.19,0
RTS47,892514009622208514,9.17,2.47,7.19,0
RTS47,892406027295092736,9.15,3.11,7.67,-2
RTS47,892189097875394560,8.72,2.46,5.91,0
RTS47,892360099657912321,8.72,2.46,5.91,0
RTS47,892499858061484032,8.72,2.46,5.91,0
RTS47,892510746457894914,8.72,2.46,5.91,0
RTS47,892424784214056960,8.46,2.46,5.13,0
RTS47,892182189873475584,7.92,1.76,5.22,0
RTS47,892194311395213312,7.92,1.76,5.22,0
RTS47,892183230023127040,6.9,1.0,4.36,0
RTS47,892266168202952704,6.64,1.0,3.79,0
RTS47,892415384778928128,6.33,0.99,3.15,0
RTS47,892884467353890816,26.09,7.32,19.36,1
RTS47,892684692637589504,25.4,6.71,17.08,1
RTS47,892821938669793282,24.42,5.99,16.25,1
RTS47,892853861517361153,24.42,5.99,16.25,2
RTS47,892748089534144512,21.16,5.0,20.23,1
RTS47,892563254974849024,19.73,4.99,17.75,1
RTS47,892794219642990593,19.73,4.99,17.75,1
RTS47,892582477444907008,19.12,4.99,16.33,1
RTS47,892657396094574592,19.12,4.99,16.33,-2
RTS47,892794889582383104,19.12,4.99,16.33,1
RTS47,892543684335423488,18.39,4.98,14.42,1
RTS47,892561757599936512,18.39,4.98,14.42,0
RTS47,892563464677240832,18.39,4.98,14.42,0
RTS47,892748664162185216,18.39,4.98,14.42,1
RTS47,892896689534550016,18.39,4.98,14.42,1
RTS47,892764506035634178,18.19,5.63,14.51,1
RTS47,892538760218386432,18.18,5.61,12.45,0
RTS47,892762666036371456,17.66,5.62,12.9,1
RTS47,892575628171628544,17.5,4.97,11.87,1
RTS47,892628715468750848,17.5,4.97,11.87,1
RTS47,892639952009396224,17.5,4.97,11.87,0
RTS47,892730460891164674,17.5,4.97,11.87,1
RTS47,892800962930323457,17.5,4.97,11.87,1
RTS47,892806650402267136,17.5,4.97,11.87,0
RTS47,892821733127979008,17.5,4.97,11.87,1
RTS47,892877471250612224,17.5,4.97,11.87,1
RTS47,892839382763393027,17.5,4.97,11.87,1
RTS47,892830880917573632,17.5,4.97,11.87,1
RTS47,892840028707147777,17.5,4.97,11.87,1
RTS47,892581508548104198,16.96,4.96,10.31,1
RTS47,892860412986875905,16.35,4.95,8.58,0
RTS47,892663159072358401,15.78,3.6,10.41,0
RTS47,892794583385591809,15.78,3.6,10.41,0
RTS47,892880746993659905,9.99,3.24,9.94,0
RTS47,892781111285350403,9.97,2.59,9.02,0
RTS47,892573191255638017,9.76,2.4,8.73,0
RTS47,892787935426129921,9.55,3.24,8.67,0
RTS47,892608675076083712,9.53,3.23,6.61,0
RTS47,892581613418278914,9.3,2.59,7.33,0
RTS47,892659556190433280,9.3,2.59,7.33,0
RTS47,892609501345583104,9.27,3.22,5.74,-2
RTS47,892726522431369217,9.09,2.39,7.1,0
RTS47,892754087393058817,9.09,2.39,7.1,0
RTS47,892539720697303041,8.85,2.58,6.03,0
RTS47,892613221680590849,8.85,2.58,6.03,0
RTS47,892646381852266496,8.85,2.58,6.03,0
RTS47,892685166593929216,8.85,2.58,6.03,0
RTS47,892732591580872704,8.85,2.58,6.03,0
RTS47,892759145719484416,8.85,2.58,6.03,0
RTS47,892766565439070208,8.85,2.58,6.03,0
RTS47,892882844162211840,8.85,2.58,6.03,0
RTS47,892761750373879808,8.64,2.39,5.84,0
RTS47,892818897803427840,8.64,2.39,5.84,0
RTS47,892823603791659008,8.64,2.39,5.84,1
RTS47,892888154126110721,8.64,2.39,5.84,0
RTS47,892893606708731904,8.64,2.39,5.84,0
RTS47,892720990165229569,8.38,2.38,5.07,0
RTS47,892792532396118016,8.31,1.03,6.95,0
RTS47,892615520176025600,7.74,1.03,6.03,0
RTS47,892622897965084672,6.93,1.02,4.38,0
RTS47,892607962048593921,6.66,1.01,3.81,0
RTS47,893040893904777216,20.16,4.89,18.66,1
RTS47,892940314499059712,18.28,4.88,14.3,1
RTS47,893241624926576641,18.24,5.68,12.49,0
RTS47,893145919281135617,18.23,5.66,12.48,0
RTS47,893219055364177920,18.08,5.52,14.34,1
RTS47,893130903664373760,18.03,4.74,15.2,0
RTS47,893039325235040257,17.69,5.65,10.84,0
RTS47,892914779559514114,17.39,4.87,11.76,1
RTS47,892927513470676992,17.39,4.87,11.76,1
RTS47,893142194747580417,17.39,4.87,11.76,1
RTS47,893149597698334720,17.39,4.87,11.76,1
RTS47,893172951549435908,17.39,4.87,11.76,1
RTS47,893254736287334400,17.39,4.87,11.76,1
RTS47,893255680026652672,17.39,4.87,11.76,1
RTS47,893084745365680128,16.85,4.86,10.22,0
RTS47,893122661865455616,16.85,4.86,10.22,1
RTS47,893136473700126720,16.85,4.86,10.22,1
RTS47,893197861558640640,16.85,4.86,10.22,1
RTS47,893224864454193154,16.85,4.86,10.22,1
RTS47,893215490193014784,16.44,4.23,10.95,0
RTS47,892970425411674113,16.24,4.85,8.5,1
RTS47,893084569213313024,15.07,3.43,8.9,0
RTS47,892929744836190209,14.81,2.75,9.56,0
RTS47,892909972907991040,10.53,2.46,10.05,0
RTS47,893179331106803713,10.35,3.24,9.09,0
RTS47,893170304943632384,10.09,2.45,9.34,0
RTS47,893087211591217152,10.07,2.44,9.32,0
RTS47,892995012404948993,9.82,3.08,9.69,0
RTS47,892921708562100226,9.82,2.45,8.81,0
RTS47,893109412058980353,9.82,2.45,8.81,0
RTS47,893168543369482240,9.82,2.45,8.81,0
RTS47,893205591660916736,9.82,2.45,8.81,0
RTS47,892946010342817792,9.8,3.48,9.92,0
RTS47,892914435639181313,9.54,3.23,6.6,0
RTS47,892933347764125696,9.54,3.23,6.6,0
RTS47,893121353230012420,9.54,3.23,6.6,1
RTS47,893131037873774592,9.54,3.23,6.6,0
RTS47,893211279120154625,9.54,3.23,6.6,0
RTS47,893137748764307456,9.53,3.48,9.15,0
RTS47,893174377621188608,9.51,2.45,8.11,-2
RTS47,893220577892159488,9.51,2.45,8.11,0
RTS47,893100390107021312,9.5,2.44,8.09,0
